2018-12-02 16:19:34 PM - main - 【INFO】 -logger:  测试通过
2018-12-05 20:49:26 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: headless chrome=68.0.3440.75)
  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-05 20:49:26 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-05 20:49:26 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 20:49:26 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 20:49:29 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 20:49:30 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 20:49:30 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 20:49:32 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 20:49:32 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-05 20:49:32 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 20:49:32 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-05 20:49:32 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 20:49:32 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 20:49:32 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 20:49:33 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 20:49:33 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-05 20:49:33 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-05 20:49:33 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-05 20:49:33 PM - test_login - 【INFO】 -logger:  ***********正常登录用例验证成功***********测试通过！
2018-12-05 20:49:33 PM - test_login - 【INFO】 -logger:  ***********正常登录用例验证成功***********测试通过！
2018-12-05 20:49:35 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 20:49:35 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:  >
2018-12-05 20:49:35 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 20:49:35 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-05 20:49:35 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 20:49:35 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 20:49:35 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 20:49:35 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 20:49:35 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录页面弹框文本信息:登录失败，请检查您的用户名或密码是否填写正确。 >
2018-12-05 20:49:35 PM - test_login - 【INFO】 -logger:  ***********空用户名登录验证成功***********测试通过
2018-12-05 20:49:35 PM - test_login - 【INFO】 -logger:  ***********空用户名登录验证成功***********测试通过
2018-12-05 20:49:35 PM - LoginPageOperation - 【DEBUG】 -logger:  < 关闭登录页面弹框 >
2018-12-05 21:05:59 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:06:00 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:06:00 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:13:16 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:13:17 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:13:17 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:14:07 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:14:09 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:14:09 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:14:09 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:14:09 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-05 21:14:09 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:14:09 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-05 21:14:10 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:14:10 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:14:10 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:14:11 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:14:11 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-05 21:14:11 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-05 21:14:11 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:11 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:13 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:14:14 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:14:14 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:14:15 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:14:15 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin1 >
2018-12-05 21:14:16 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:14:16 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123457 >
2018-12-05 21:14:16 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:14:16 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:14:16 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:14:16 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:14:16 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-05 21:14:16 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-05 21:14:16 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-05 21:14:16 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:16 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:21 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:14:22 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:14:22 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:14:22 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:14:23 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin2 >
2018-12-05 21:14:23 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:14:23 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123458 >
2018-12-05 21:14:23 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:14:23 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:14:23 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:14:23 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:14:23 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-05 21:14:23 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-05 21:14:23 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-05 21:14:23 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:23 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:27 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:14:29 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:14:29 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:14:29 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:14:29 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin3 >
2018-12-05 21:14:30 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:14:30 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123459 >
2018-12-05 21:14:30 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:14:30 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:14:30 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:14:30 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:14:30 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-05 21:14:30 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-05 21:14:30 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-05 21:14:30 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:30 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:34 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:14:36 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:14:36 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:14:36 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:14:37 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin4 >
2018-12-05 21:14:37 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:14:37 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123460 >
2018-12-05 21:14:37 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:14:37 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:14:37 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:14:37 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:14:37 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-05 21:14:37 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-05 21:14:37 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-05 21:14:37 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:37 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:14:42 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:14:43 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:14:43 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:14:43 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:14:44 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-05 21:14:44 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:14:44 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-05 21:14:44 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:14:44 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:14:44 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:14:45 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:14:45 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-05 21:14:45 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-05 21:14:45 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-05 21:14:45 PM - test_login - 【INFO】 -logger:  ***********正常登录用例验证成功***********测试通过！
2018-12-05 21:14:45 PM - test_login - 【INFO】 -logger:  ***********正常登录用例验证成功***********测试通过！
2018-12-05 21:14:46 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:14:47 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:  >
2018-12-05 21:14:47 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:14:47 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-05 21:14:47 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:14:47 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:14:47 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:14:47 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:14:47 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录页面弹框文本信息:登录失败，请检查您的用户名或密码是否填写正确。 >
2018-12-05 21:14:47 PM - test_login - 【INFO】 -logger:  ***********空用户名登录验证成功***********测试通过
2018-12-05 21:14:47 PM - test_login - 【INFO】 -logger:  ***********空用户名登录验证成功***********测试通过
2018-12-05 21:14:47 PM - LoginPageOperation - 【DEBUG】 -logger:  < 关闭登录页面弹框 >
2018-12-05 21:21:18 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:21:19 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:21:19 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:21:28 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:21:30 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:21:30 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:21:30 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:21:31 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-05 21:21:31 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:21:31 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-05 21:21:31 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:21:31 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:21:31 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:21:32 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:21:32 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-05 21:21:32 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-05 21:21:32 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:21:32 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:21:35 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:21:36 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:21:36 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:21:37 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:21:38 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin1 >
2018-12-05 21:21:38 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:21:38 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123457 >
2018-12-05 21:21:38 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:21:38 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:21:38 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:21:38 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:21:38 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-05 21:21:38 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-05 21:21:38 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-05 21:21:38 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:21:38 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:21:43 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:21:44 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:21:44 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:21:45 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:21:45 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin2 >
2018-12-05 21:21:45 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:21:45 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123458 >
2018-12-05 21:21:45 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:21:46 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:21:46 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:21:46 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:21:46 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-05 21:21:46 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-05 21:21:46 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-05 21:21:46 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:21:46 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:21:50 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:21:52 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:21:52 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:21:52 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:21:53 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin3 >
2018-12-05 21:21:53 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:21:53 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123459 >
2018-12-05 21:21:53 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:21:53 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:21:53 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-05 21:21:53 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-05 21:21:53 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-05 21:21:53 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.42.591088 (7b2b2dca23cca0862f674758c9a3933e685c27d5),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-05 21:21:53 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-05 21:21:53 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:21:53 PM - test_login - 【INFO】 -logger:  ***********登录断言成功***********测试通过！
2018-12-05 21:24:55 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:24:56 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:24:56 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:26:10 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:26:11 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:26:11 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:26:26 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-05 21:26:27 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-05 21:26:27 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-05 21:26:27 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-05 21:26:27 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-05 21:26:27 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-05 21:26:28 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-05 21:26:28 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-05 21:26:28 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-05 21:26:28 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
